property_id,location,property_type,area_sqft,road_width_ft,distance_from_city_center_km,property_age_years,price_inr
GKP0835,Gida,House,2034,40,2.5,15,5360000
GKP0836,Medical College Road,Residential Plot,2026,25,4.7,0,6440000
GKP0837,Khorabar,Residential Plot,1523,40,7.2,0,3550000
GKP0838,Naushad,Agricultural Land,20056,60,16.0,0,13780000
GKP0839,Taramandal,Agricultural Land,19020,12,3.2,0,21970000
GKP0840,Transport Nagar,Residential Plot,2926,12,15.6,0,5810000
GKP0841,Naushad,Residential Plot,2117,18,4.3,0,3500000
GKP0842,Gida,Residential Plot,3368,60,4.0,0,8470000
GKP0843,Mohaddipur,Residential Plot,1466,25,2.2,0,5400000
GKP0844,Rustampur,House,3893,18,10.3,20,11810000
GKP0845,Medical College Road,Residential Plot,639,18,2.5,0,1670000
GKP0846,Rapti Nagar,Agricultural Land,15602,20,21.6,0,15020000
GKP0847,Transport Nagar,Residential Plot,4297,15,6.0,0,8670000
GKP0848,Mohaddipur,House,1014,18,4.8,22,4770000
GKP0849,Khorabar,Commercial Property,1978,15,12.3,10,5730000
GKP0850,Taramandal,Residential Plot,2779,18,13.9,0,7630000
GKP0851,Rapti Nagar,Residential Plot,1433,60,1.9,0,5850000
GKP0852,Rustampur,Residential Plot,3012,40,2.8,0,9670000
GKP0853,Sahjanwa,Residential Plot,4914,12,7.6,0,7590000
GKP0854,Mohaddipur,Agricultural Land,24505,18,14.9,0,31760000
GKP0855,Betiahata,Agricultural Land,13524,20,8.5,0,20600000
GKP0856,Rustampur,Residential Plot,3003,10,7.6,0,7940000
GKP0857,Kunraghat,Residential Plot,783,40,10.3,0,2290000
GKP0858,Mohaddipur,Agricultural Land,6652,30,6.5,0,9570000
GKP0859,Gida,Residential Plot,2075,18,16.1,0,3900000
GKP0860,Rapti Nagar,House,2908,20,18.4,15,10700000
GKP0861,Rapti Nagar,Agricultural Land,10912,12,17.8,0,11860000
GKP0862,Kunraghat,Commercial Property,3839,20,3.5,4,18080000
GKP0863,Golghar,Residential Plot,3844,30,20.1,0,17350000
GKP0864,Padri Bazar,House,1996,18,4.7,18,4760000
GKP0865,Chargawan,House,2042,25,4.3,13,4920000
GKP0866,Rapti Nagar,Residential Plot,2226,15,7.5,0,6340000
GKP0867,Mohaddipur,Agricultural Land,11030,20,14.0,0,13200000
GKP0868,Mohaddipur,Residential Plot,1383,30,18.6,0,4630000
GKP0869,Padri Bazar,Residential Plot,1481,15,13.4,0,2990000
GKP0870,Kunraghat,Agricultural Land,21543,18,14.8,0,18740000
GKP0871,Khorabar,Residential Plot,1979,60,3.0,0,5800000
GKP0872,Taramandal,Agricultural Land,22653,20,7.8,0,28970000
GKP0873,Gida,Commercial Property,3166,18,6.6,13,9610000
GKP0874,Padri Bazar,Commercial Property,4825,20,21.0,8,16580000
GKP0875,Gida,Agricultural Land,13924,18,21.9,0,7780000
GKP0876,Taramandal,House,2412,40,20.1,17,10280000
GKP0877,Padri Bazar,House,2769,20,11.7,4,7130000
GKP0878,Medical College Road,Commercial Property,2664,30,17.7,19,10660000
GKP0879,Taramandal,Residential Plot,2928,10,11.0,0,8040000
GKP0880,Kunraghat,Residential Plot,1034,30,10.1,0,2610000
GKP0881,Transport Nagar,House,1525,18,11.0,10,4650000
GKP0882,Taramandal,Agricultural Land,3170,10,10.5,0,3280000
GKP0883,Medical College Road,House,2806,20,9.3,8,10610000
GKP0884,Chargawan,Residential Plot,3738,10,9.5,0,6270000
GKP0885,Betiahata,Agricultural Land,15408,12,21.9,0,18370000
GKP0886,Mohaddipur,Commercial Property,904,18,21.7,14,4820000
GKP0887,Betiahata,Agricultural Land,7954,30,3.7,0,13770000
GKP0888,Kunraghat,Agricultural Land,16077,60,3.2,0,18460000
GKP0889,Chargawan,Residential Plot,4771,20,2.7,0,9210000
GKP0890,Transport Nagar,Commercial Property,2896,15,11.9,23,8390000
GKP0891,Medical College Road,Residential Plot,4493,60,5.3,0,17590000
GKP0892,Medical College Road,Residential Plot,1009,25,16.7,0,2800000
GKP0893,Rustampur,Residential Plot,1436,20,5.3,0,3900000
GKP0894,Sahjanwa,Residential Plot,890,20,3.4,0,1370000
GKP0895,Medical College Road,House,1312,10,21.5,10,4240000
GKP0896,Gida,Residential Plot,1399,30,4.2,0,2680000
GKP0897,Kunraghat,Agricultural Land,22257,25,4.7,0,22280000
GKP0898,Sahjanwa,Agricultural Land,9906,30,16.4,0,5850000
GKP0899,Taramandal,Residential Plot,3055,12,9.1,0,9870000
GKP0900,Sahjanwa,House,2472,40,18.4,19,4640000
GKP0901,Sahjanwa,Commercial Property,2691,15,18.9,10,5020000
GKP0902,Transport Nagar,Commercial Property,1220,18,4.1,7,4560000
GKP0903,Sahjanwa,Commercial Property,2795,10,1.6,17,6380000
GKP0904,Gida,Residential Plot,4808,25,19.6,0,7890000
GKP0905,Transport Nagar,Commercial Property,4666,30,9.9,17,19320000
GKP0906,Gida,Commercial Property,428,20,11.0,19,1260000
GKP0907,Transport Nagar,Commercial Property,736,40,9.5,5,3670000
GKP0908,Taramandal,Residential Plot,3185,30,1.2,0,10910000
GKP0909,Medical College Road,Residential Plot,3308,10,4.3,0,9820000
GKP0910,Naushad,Residential Plot,3147,60,13.7,0,5830000
GKP0911,Rustampur,Residential Plot,887,30,18.0,0,2160000
GKP0912,Golghar,House,1276,60,15.4,18,9750000
GKP0913,Gida,Commercial Property,1180,15,1.3,25,2910000
GKP0914,Kunraghat,House,1292,30,14.2,10,4300000
GKP0915,Transport Nagar,Commercial Property,1394,40,1.1,6,7010000
GKP0916,Chargawan,Agricultural Land,24968,40,18.9,0,16960000
GKP0917,Golghar,House,3420,25,2.2,1,25200000
GKP0918,Naushad,Residential Plot,3024,10,18.6,0,4820000
GKP0919,Padri Bazar,Residential Plot,3447,60,2.4,0,10050000
GKP0920,Taramandal,Residential Plot,4297,15,1.5,0,13620000
GKP0921,Taramandal,Commercial Property,4507,10,12.9,3,21270000
GKP0922,Medical College Road,Commercial Property,1914,60,19.4,24,9000000
GKP0923,Padri Bazar,Commercial Property,2918,60,14.8,4,11970000
GKP0924,Medical College Road,Agricultural Land,9467,30,21.0,0,8970000
GKP0925,Mohaddipur,Commercial Property,2585,15,12.4,18,14160000
GKP0926,Naushad,Commercial Property,4901,12,11.0,15,12290000
GKP0927,Sahjanwa,House,1184,15,3.5,1,2490000
GKP0928,Medical College Road,House,1246,12,16.2,6,3890000
GKP0929,Mohaddipur,Residential Plot,4544,60,7.7,0,20580000
GKP0930,Gida,House,1049,20,7.4,26,2050000
GKP0931,Naushad,Commercial Property,991,20,17.0,15,2410000
GKP0932,Rustampur,House,861,20,4.8,11,3140000
GKP0933,Sahjanwa,Residential Plot,4330,40,17.8,0,7080000
GKP0934,Gida,Residential Plot,685,30,13.5,0,1430000
GKP0935,Gida,Residential Plot,2235,40,4.4,0,4760000
GKP0936,Betiahata,Commercial Property,545,12,6.4,5,3810000
GKP0937,Transport Nagar,Residential Plot,2953,15,11.7,0,6120000
GKP0938,Taramandal,Residential Plot,2864,25,5.8,0,9650000
GKP0939,Rustampur,Residential Plot,2269,25,6.0,0,5380000
GKP0940,Rapti Nagar,Residential Plot,4141,60,18.5,0,13950000
GKP0941,Padri Bazar,House,2600,40,6.0,24,7280000
GKP0942,Kunraghat,Residential Plot,1928,15,19.4,0,4470000
GKP0943,Khorabar,Residential Plot,4581,20,9.0,0,9260000
GKP0944,Khorabar,Residential Plot,3041,12,21.4,0,5490000
GKP0945,Chargawan,House,1788,15,4.1,16,4020000
GKP0946,Kunraghat,Residential Plot,3701,40,9.8,0,10020000
GKP0947,Kunraghat,Agricultural Land,11833,25,4.2,0,10790000
GKP0948,Rapti Nagar,House,3998,60,20.0,30,14300000
GKP0949,Rustampur,House,951,60,14.7,1,4310000
GKP0950,Gida,Residential Plot,3445,40,21.4,0,6450000
GKP0951,Naushad,Commercial Property,3289,15,19.2,18,6910000
GKP0952,Khorabar,Residential Plot,4014,30,12.2,0,8570000
GKP0953,Khorabar,Commercial Property,1296,30,6.7,25,4010000
GKP0954,Medical College Road,House,778,12,17.2,15,2120000
GKP0955,Chargawan,House,3246,40,3.7,19,8160000
GKP0956,Sahjanwa,Residential Plot,4385,12,16.9,0,5440000
GKP0957,Padri Bazar,House,2644,40,3.6,26,7060000
GKP0958,Rustampur,House,1691,15,17.0,26,4100000
GKP0959,Padri Bazar,Residential Plot,973,60,18.9,0,2610000
GKP0960,Padri Bazar,House,856,60,5.9,22,2950000
GKP0961,Mohaddipur,Commercial Property,3306,25,11.1,8,20840000
GKP0962,Betiahata,Residential Plot,689,25,19.2,0,2300000
GKP0963,Medical College Road,Residential Plot,2211,12,21.8,0,5100000
GKP0964,Taramandal,Residential Plot,2908,15,21.6,0,7240000
GKP0965,Medical College Road,Residential Plot,3793,12,15.3,0,8210000
GKP0966,Medical College Road,House,1838,12,17.2,7,6400000
GKP0967,Padri Bazar,Residential Plot,2217,30,21.8,0,4230000
GKP0968,Taramandal,Commercial Property,1589,12,14.9,2,8420000
GKP0969,Rustampur,House,822,25,7.4,28,2660000
GKP0970,Chargawan,Residential Plot,1316,18,5.0,0,2510000
GKP0971,Chargawan,Residential Plot,4268,20,2.6,0,8160000
GKP0972,Betiahata,Commercial Property,4016,60,15.1,19,31210000
GKP0973,Medical College Road,Agricultural Land,16655,10,19.6,0,13990000
GKP0974,Betiahata,House,3905,10,5.4,22,19910000
GKP0975,Rustampur,House,1409,60,9.3,5,6610000
GKP0976,Khorabar,Agricultural Land,20376,60,14.7,0,20450000
GKP0977,Padri Bazar,Commercial Property,1812,12,3.2,23,6350000
GKP0978,Rapti Nagar,Residential Plot,4403,10,10.8,0,11560000
GKP0979,Mohaddipur,Residential Plot,3162,12,12.5,0,10680000
GKP0980,Betiahata,Residential Plot,2854,25,14.4,0,11960000
GKP0981,Transport Nagar,Residential Plot,3391,25,18.8,0,7160000
GKP0982,Gida,Residential Plot,1458,18,10.4,0,2490000
GKP0983,Khorabar,Residential Plot,3697,25,2.1,0,7930000
GKP0984,Taramandal,Residential Plot,3635,60,5.2,0,13350000
GKP0985,Rustampur,House,2132,18,21.9,1,7410000
GKP0986,Khorabar,Residential Plot,3904,15,10.7,0,8120000
GKP0987,Golghar,Residential Plot,4132,30,9.8,0,24150000
GKP0988,Medical College Road,Agricultural Land,5994,10,13.1,0,5240000
GKP0989,Khorabar,Agricultural Land,21526,18,2.7,0,17540000
GKP0990,Sahjanwa,Residential Plot,3423,40,8.1,0,6280000
GKP0991,Mohaddipur,Residential Plot,1804,20,1.7,0,6660000
GKP0992,Khorabar,House,2938,10,3.8,4,7550000
GKP0993,Medical College Road,Agricultural Land,22355,60,2.0,0,33820000
GKP0994,Kunraghat,Agricultural Land,22903,15,7.0,0,20310000
GKP0995,Kunraghat,Commercial Property,3937,10,6.1,18,15210000
GKP0996,Gida,Commercial Property,2320,18,9.4,10,6880000
GKP0997,Mohaddipur,House,3633,20,10.3,24,14850000
GKP0998,Transport Nagar,Residential Plot,1736,12,7.2,0,3540000
GKP0999,Gida,Residential Plot,2483,10,17.7,0,3800000
GKP1000,Kunraghat,House,2138,18,5.1,27,5750000
GKP1001,Golghar,House,890,18,10.4,15,5600000
GKP1002,Rapti Nagar,Residential Plot,4853,25,2.5,0,14800000
GKP1003,Mohaddipur,Residential Plot,4139,10,9.6,0,13880000
GKP1004,Betiahata,Agricultural Land,6348,18,6.0,0,10330000
GKP1005,Kunraghat,House,3162,10,3.8,5,11020000
GKP1006,Golghar,Residential Plot,1521,20,7.0,0,6970000
GKP1007,Padri Bazar,Residential Plot,2913,18,14.0,0,6340000
GKP1008,Naushad,Residential Plot,1087,15,8.6,0,1710000
GKP1009,Gida,Agricultural Land,8729,20,9.7,0,6760000
GKP1010,Sahjanwa,Agricultural Land,4760,15,11.6,0,2710000
GKP1011,Gida,House,1233,30,14.8,13,3060000
GKP1012,Khorabar,Residential Plot,3013,30,14.5,0,6110000
GKP1013,Betiahata,House,714,10,2.6,29,3060000
GKP1014,Gida,Residential Plot,960,30,7.5,0,2150000
GKP1015,Betiahata,Agricultural Land,8932,25,21.3,0,13240000
GKP1016,Rapti Nagar,Commercial Property,1799,12,15.4,9,7890000
GKP1017,Chargawan,Residential Plot,674,60,7.6,0,1430000
GKP1018,Transport Nagar,Residential Plot,2565,20,18.7,0,5780000
GKP1019,Golghar,Residential Plot,2522,18,10.7,0,13210000
GKP1020,Taramandal,Commercial Property,673,30,10.2,10,3740000
GKP1021,Golghar,House,1379,40,20.8,21,8500000
GKP1022,Gida,Residential Plot,1574,15,11.5,0,2740000
GKP1023,Naushad,Commercial Property,2896,15,15.0,11,7460000
GKP1024,Transport Nagar,Residential Plot,2410,40,9.7,0,6840000
GKP1025,Rapti Nagar,Agricultural Land,7991,25,7.3,0,9670000
GKP1026,Betiahata,Residential Plot,3857,30,2.5,0,14950000
GKP1027,Chargawan,Residential Plot,4218,12,19.5,0,6290000
GKP1028,Betiahata,House,1607,18,7.3,8,7680000
GKP1029,Medical College Road,Residential Plot,3486,30,5.2,0,11060000
GKP1030,Padri Bazar,Commercial Property,1801,40,20.9,3,6890000
GKP1031,Medical College Road,House,2725,20,11.6,0,11410000
GKP1032,Khorabar,Residential Plot,4720,30,14.9,0,8880000
GKP1033,Golghar,Residential Plot,1891,12,14.3,0,8570000
GKP1034,Sahjanwa,Residential Plot,2893,30,13.3,0,4360000
GKP1035,Khorabar,Residential Plot,3040,25,9.1,0,6180000
GKP1036,Mohaddipur,Residential Plot,4675,25,13.7,0,16430000
GKP1037,Mohaddipur,Commercial Property,4342,10,15.6,21,21070000
GKP1038,Betiahata,Residential Plot,4999,60,10.3,0,23570000
GKP1039,Khorabar,House,1362,10,11.6,14,3650000
GKP1040,Rustampur,Commercial Property,3647,25,4.8,12,17480000
GKP1041,Khorabar,Commercial Property,4952,18,3.6,14,17250000
GKP1042,Naushad,Residential Plot,4116,12,10.8,0,6220000
GKP1043,Naushad,Residential Plot,4742,10,16.7,0,7270000
GKP1044,Chargawan,Agricultural Land,5752,18,9.2,0,3430000
GKP1045,Mohaddipur,Agricultural Land,10445,25,8.2,0,14180000
GKP1046,Gida,House,1759,18,16.9,22,3650000
GKP1047,Khorabar,Commercial Property,1565,20,4.2,6,5480000
GKP1048,Betiahata,Commercial Property,4920,20,19.0,16,24320000
GKP1049,Rapti Nagar,House,2776,60,17.8,30,10950000
GKP1050,Gida,Commercial Property,4062,25,5.8,17,13080000
GKP1051,Mohaddipur,Residential Plot,4463,60,5.8,0,20600000
GKP1052,Sahjanwa,Residential Plot,4379,10,16.0,0,5260000
GKP1053,Kunraghat,Residential Plot,882,20,6.1,0,2040000
GKP1054,Kunraghat,Residential Plot,640,10,1.7,0,1620000
GKP1055,Khorabar,House,3371,12,19.3,2,8710000
GKP1056,Khorabar,Residential Plot,863,20,5.4,0,1940000
GKP1057,Khorabar,Agricultural Land,27679,30,7.5,0,21360000
GKP1058,Rustampur,Residential Plot,1478,15,14.3,0,3150000
GKP1059,Rustampur,Residential Plot,4646,20,19.0,0,11170000
GKP1060,Taramandal,Residential Plot,3511,25,5.7,0,10660000
GKP1061,Transport Nagar,Residential Plot,2673,25,5.6,0,6880000
GKP1062,Betiahata,Commercial Property,3303,60,10.2,4,30640000
GKP1063,Taramandal,House,3475,40,5.9,21,15460000
GKP1064,Sahjanwa,Residential Plot,4858,30,5.1,0,7440000
GKP1065,Chargawan,House,2372,25,10.2,15,5950000
GKP1066,Kunraghat,Agricultural Land,25679,20,14.3,0,23060000
GKP1067,Betiahata,House,2116,30,1.5,9,11110000
GKP1068,Golghar,Commercial Property,619,40,13.9,1,5690000
GKP1069,Gida,Agricultural Land,23713,12,19.6,0,15350000
GKP1070,Medical College Road,Residential Plot,1659,12,9.4,0,4030000
GKP1071,Khorabar,Agricultural Land,19173,15,18.4,0,11980000
GKP1072,Betiahata,Residential Plot,4914,60,12.7,0,21830000
GKP1073,Sahjanwa,Commercial Property,2878,10,12.5,7,6760000
GKP1074,Golghar,Residential Plot,3058,12,4.4,0,14610000
GKP1075,Sahjanwa,Agricultural Land,6912,15,14.1,0,3380000
GKP1076,Gida,Residential Plot,1661,20,7.2,0,2980000
GKP1077,Rustampur,House,2194,60,5.7,18,9160000
GKP1078,Gida,Residential Plot,1258,60,4.7,0,3190000
GKP1079,Mohaddipur,Residential Plot,2183,10,20.6,0,6780000
GKP1080,Gida,Residential Plot,4050,30,7.1,0,7960000
GKP1081,Transport Nagar,Commercial Property,4227,20,21.9,8,14860000
GKP1082,Kunraghat,House,3673,25,19.1,19,10490000
GKP1083,Chargawan,Residential Plot,3571,10,13.9,0,6160000
GKP1084,Rustampur,Residential Plot,2582,40,11.7,0,7890000
GKP1085,Khorabar,Residential Plot,2460,25,16.8,0,5330000
GKP1086,Medical College Road,Agricultural Land,6151,12,17.1,0,5040000
GKP1087,Betiahata,House,2997,25,10.1,19,14820000
GKP1088,Khorabar,House,2624,25,5.5,1,9000000
GKP1089,Sahjanwa,Agricultural Land,7861,15,4.7,0,4020000
GKP1090,Khorabar,Agricultural Land,15899,60,2.2,0,15080000
GKP1091,Gida,Residential Plot,2099,40,14.1,0,4310000
GKP1092,Golghar,Agricultural Land,11612,15,18.5,0,21410000
GKP1093,Khorabar,House,2626,30,14.8,27,5580000
GKP1094,Khorabar,House,2848,10,1.1,6,7840000
GKP1095,Taramandal,House,1718,10,21.8,14,6460000
GKP1096,Khorabar,Residential Plot,4419,18,14.6,0,8860000
GKP1097,Gida,Commercial Property,2022,12,8.0,6,6480000
GKP1098,Chargawan,Commercial Property,3241,10,4.7,24,7280000
GKP1099,Rustampur,Residential Plot,1445,10,12.1,0,3520000
GKP1100,Gida,Residential Plot,3190,10,15.2,0,4750000
GKP1101,Medical College Road,Residential Plot,4412,30,19.8,0,11850000
GKP1102,Gida,House,1386,30,15.2,21,3410000
GKP1103,Medical College Road,Agricultural Land,21131,18,8.2,0,22820000
GKP1104,Rustampur,Residential Plot,2989,30,4.6,0,8300000
GKP1105,Rapti Nagar,Residential Plot,3420,10,2.1,0,11130000
GKP1106,Rapti Nagar,Residential Plot,921,60,6.1,0,3970000
GKP1107,Sahjanwa,Agricultural Land,11637,18,10.4,0,6040000
GKP1108,Betiahata,Residential Plot,766,10,3.1,0,3030000
GKP1109,Medical College Road,Residential Plot,2512,10,11.1,0,6320000
GKP1110,Transport Nagar,Residential Plot,1205,18,6.0,0,3020000
GKP1111,Rapti Nagar,Agricultural Land,8542,18,9.5,0,9680000
GKP1112,Golghar,Residential Plot,3359,18,10.2,0,16680000
GKP1113,Medical College Road,Residential Plot,4881,15,7.4,0,12120000
GKP1114,Transport Nagar,House,2220,20,5.2,1,6910000
GKP1115,Mohaddipur,House,3412,10,6.4,20,16080000
GKP1116,Sahjanwa,Agricultural Land,23297,60,9.9,0,16340000
GKP1117,Betiahata,Residential Plot,4957,25,13.3,0,17550000
GKP1118,Naushad,Residential Plot,4497,15,7.9,0,7800000
GKP1119,Taramandal,Agricultural Land,6787,20,21.1,0,7780000
GKP1120,Golghar,Commercial Property,4179,18,16.9,10,32460000
GKP1121,Naushad,Residential Plot,3767,25,21.1,0,5480000
GKP1122,Mohaddipur,Agricultural Land,7856,18,5.2,0,10100000
GKP1123,Rapti Nagar,House,3291,15,13.8,26,9680000
GKP1124,Betiahata,Commercial Property,2407,30,17.0,10,15740000
GKP1125,Khorabar,Residential Plot,4963,15,2.9,0,10310000
GKP1126,Rustampur,House,3186,20,1.3,22,10510000
GKP1127,Kunraghat,Agricultural Land,18821,15,4.9,0,16280000
GKP1128,Kunraghat,Residential Plot,2472,60,14.4,0,7160000
GKP1129,Kunraghat,Residential Plot,2978,10,20.3,0,6100000
GKP1130,Padri Bazar,Residential Plot,2044,40,19.1,0,4070000
GKP1131,Betiahata,Residential Plot,2947,12,13.6,0,11570000
GKP1132,Padri Bazar,Residential Plot,2526,25,16.6,0,4890000
GKP1133,Padri Bazar,Residential Plot,2380,18,17.3,0,4840000
GKP1134,Mohaddipur,Commercial Property,3430,15,8.1,6,18590000
GKP1135,Betiahata,House,3567,15,2.5,26,16920000
GKP1136,Padri Bazar,House,3171,12,20.2,23,7340000
GKP1137,Gida,House,2871,60,20.5,24,7430000
GKP1138,Khorabar,Residential Plot,2433,15,14.5,0,4060000
GKP1139,Chargawan,Residential Plot,4102,60,19.6,0,9390000
GKP1140,Rustampur,Commercial Property,2311,40,7.6,1,11060000
GKP1141,Gida,Residential Plot,4987,25,14.7,0,9420000
GKP1142,Golghar,Residential Plot,3838,30,5.5,0,23060000
GKP1143,Rustampur,House,1423,40,5.0,27,4540000
GKP1144,Taramandal,Residential Plot,4028,12,10.6,0,13010000
GKP1145,Rapti Nagar,House,2145,40,10.7,12,9110000
GKP1146,Transport Nagar,Residential Plot,1960,15,7.8,0,4610000
GKP1147,Medical College Road,House,834,12,9.1,8,2690000
GKP1148,Medical College Road,Commercial Property,2898,18,4.4,13,12080000
GKP1149,Gida,Residential Plot,4200,10,8.0,0,6910000
GKP1150,Padri Bazar,Commercial Property,1707,18,21.2,12,4760000
GKP1151,Taramandal,Residential Plot,4925,18,11.3,0,15680000
GKP1152,Taramandal,Agricultural Land,3164,12,21.0,0,3440000
GKP1153,Betiahata,Agricultural Land,6961,25,8.5,0,10500000
GKP1154,Chargawan,House,2872,30,2.9,11,8070000
GKP1155,Gida,Agricultural Land,8513,30,3.7,0,7180000
GKP1156,Rapti Nagar,Commercial Property,308,15,6.7,19,1440000
GKP1157,Transport Nagar,Residential Plot,3837,20,10.4,0,7740000
GKP1158,Taramandal,Commercial Property,3000,12,20.6,23,11860000
GKP1159,Rapti Nagar,House,1288,12,2.3,13,5150000
GKP1160,Betiahata,Residential Plot,1087,30,2.2,0,5140000
GKP1161,Padri Bazar,Commercial Property,2478,60,3.0,3,13120000
GKP1162,Gida,Residential Plot,3259,60,5.4,0,8410000
GKP1163,Taramandal,Residential Plot,1164,10,13.0,0,3740000
GKP1164,Sahjanwa,Residential Plot,989,10,8.4,0,1340000
GKP1165,Taramandal,Agricultural Land,26864,30,4.0,0,34670000
GKP1166,Naushad,Commercial Property,2654,60,6.0,8,9420000
GKP1167,Betiahata,Commercial Property,1967,60,7.4,6,15280000
GKP1168,Transport Nagar,Residential Plot,4336,12,11.6,0,8560000
GKP1169,Sahjanwa,Agricultural Land,19903,20,4.5,0,11100000
GKP1170,Kunraghat,Commercial Property,1047,20,12.3,15,3860000
GKP1171,Medical College Road,Residential Plot,2170,10,21.6,0,4640000
GKP1172,Gida,Residential Plot,1448,25,10.3,0,2560000
GKP1173,Golghar,House,2190,10,20.2,20,11090000
GKP1174,Khorabar,Residential Plot,1180,60,18.0,0,2780000
GKP1175,Gida,House,3477,18,18.6,25,7080000
GKP1176,Sahjanwa,House,1683,18,1.0,14,3670000
GKP1177,Betiahata,House,2514,25,12.6,13,12050000
GKP1178,Taramandal,House,3907,30,10.6,23,14390000
GKP1179,Transport Nagar,Residential Plot,883,25,14.9,0,2200000
GKP1180,Rapti Nagar,Residential Plot,3064,15,15.1,0,7400000
GKP1181,Rustampur,Residential Plot,4690,25,4.7,0,13990000
GKP1182,Medical College Road,Residential Plot,3312,25,4.3,0,8960000
GKP1183,Golghar,Residential Plot,4469,40,11.5,0,27530000
GKP1184,Taramandal,Residential Plot,619,12,21.6,0,1710000
GKP1185,Rustampur,Commercial Property,4299,30,9.1,12,18090000
GKP1186,Transport Nagar,Commercial Property,3670,60,12.9,11,16770000
GKP1187,Golghar,House,2315,18,17.6,12,14160000
GKP1188,Golghar,House,731,25,20.2,7,4610000
GKP1189,Rapti Nagar,House,2596,20,2.4,30,9590000
GKP1190,Sahjanwa,House,3705,25,2.2,13,7840000
GKP1191,Golghar,Commercial Property,2317,10,15.9,15,15810000
GKP1192,Naushad,House,2851,15,10.2,27,5470000
GKP1193,Transport Nagar,Residential Plot,3265,25,7.5,0,8230000
GKP1194,Sahjanwa,House,3758,40,16.4,0,9070000
GKP1195,Betiahata,Residential Plot,3425,15,9.8,0,11660000
GKP1196,Transport Nagar,Residential Plot,2451,40,15.0,0,5860000
GKP1197,Medical College Road,Commercial Property,2604,12,9.2,1,12920000
GKP1198,Golghar,Commercial Property,546,15,5.8,9,4610000
GKP1199,Betiahata,Residential Plot,4961,18,4.8,0,21340000
GKP1200,Medical College Road,House,2168,18,7.1,5,7580000
